"Дата";"Регион";"Смертей за день"
10.04.2022;Ямало-Ненецкий АО;0
09.11.2020;Магаданская обл.;1
04.07.2020;Кабардино-Балкария;2
05.05.2021;Рязанская обл.;3
17.11.2021;Камчатский край;1
26.09.2020;Вологодская обл.;1
08.09.2020;Тюменская обл.;0
09.10.2020;Башкортостан;0
09.01.2022;Хакасия;3
06.07.2020;Башкортостан;0
17.07.2021;Камчатский край;0
13.05.2021;Тульская обл.;6
15.06.2021;Сахалинская обл.;0
13.07.2021;Северная Осетия;0
18.04.2022;Калмыкия;0
23.02.2021;Амурская обл.;1
28.04.2020;Красноярский край;2
25.06.2020;Липецкая обл.;0
30.05.2021;Астраханская обл.;2
24.02.2021;Сахалинская обл.;0
20.02.2021;Ямало-Ненецкий АО;1
07.07.2020;Владимирская обл.;3
13.09.2020;Костромская обл.;0
19.04.2021;Чувашия;4
12.05.2022;Архангельская обл.;0
07.10.2020;Смоленская обл.;1
08.10.2020;Смоленская обл.;2
12.09.2020;Костромская обл.;1
30.09.2021;Адыгея;3
02.08.2021;Алтай;0
08.06.2021;Рязанская обл.;3
24.05.2022;Амурская обл.;0
02.03.2021;Томская обл.;0
13.03.2022;Марий Эл;1
01.03.2021;Мордовия;1
24.09.2020;Ивановская обл.;0
13.02.2021;Северная Осетия;0
12.02.2021;Северная Осетия;3
12.09.2021;Карачаево-Черкессия;3
21.06.2021;Томская обл.;5
10.07.2020;Орловская обл.;0
05.04.2022;Мурманская обл.;4
03.10.2020;Хакасия;0
29.04.2022;Забайкальский край;1
14.05.2022;Крым;1
18.09.2020;Астраханская обл.;1
03.06.2021;Орловская обл.;3
14.05.2021;ХМАО – Югра;0
20.05.2021;ХМАО – Югра;1
17.08.2020;Псковская обл.;0
27.06.2021;Калмыкия;1
15.04.2020;Нижегородская обл.;0
05.06.2022;Ленинградская обл.;0
01.05.2020;Ингушетия;2
05.09.2021;Карачаево-Черкессия;4
03.05.2021;ХМАО – Югра;0
20.09.2020;Ярославская обл.;0
23.05.2022;Крым;1
12.06.2020;Марий Эл;1
04.06.2022;Рязанская обл.;1
13.10.2020;Тыва;0
28.04.2022;Удмуртия;1
23.04.2022;Мордовия;0
16.05.2021;Орловская обл.;2
17.03.2021;Новгородская обл.;0
10.06.2021;Дагестан;1
26.08.2020;Новосибирская обл.;2
26.07.2020;Саха (Якутия);2
29.06.2020;Новгородская обл.;0
17.09.2020;Костромская обл.;5
06.11.2021;Еврейская АО;3
02.04.2022;Еврейская АО;0
10.06.2021;Владимирская обл.;3
16.08.2020;Новосибирская обл.;3
10.11.2021;Еврейская АО;0
31.03.2022;Еврейская АО;3
05.05.2021;Тюменская обл.;0
30.06.2021;Мордовия;3
17.05.2022;Саха (Якутия);1
23.02.2021;Ямало-Ненецкий АО;0
13.06.2021;Владимирская обл.;4
22.06.2020;Кировская обл.;2
07.09.2021;Татарстан;6
15.12.2020;Тыва;0
22.08.2020;Саха (Якутия);5
11.03.2021;Новгородская обл.;0
25.09.2020;Калужская обл.;0
05.07.2020;Кабардино-Балкария;0
12.05.2022;Тамбовская обл.;0
03.09.2020;Саха (Якутия);6
21.05.2021;Бурятия;2
10.04.2021;Забайкальский край;1
02.07.2020;Новгородская обл.;0
07.06.2020;Мордовия;0
21.07.2020;Курганская обл.;0
01.07.2020;Новгородская обл.;1
18.03.2021;Томская обл.;0
24.05.2021;Астраханская обл.;2
06.07.2020;Камчатский край;0
22.05.2021;Астраханская обл.;2
14.07.2020;Смоленская обл.;1
10.07.2020;Дагестан;3
18.09.2020;Ярославская обл.;0
26.05.2022;Томская обл.;2
30.04.2022;Курганская обл.;0
26.05.2020;Кировская обл.;0
24.01.2021;Ингушетия;0
11.02.2021;Камчатский край;4
19.06.2020;Тюменская обл.;0
21.10.2020;Чувашия;3
26.03.2021;Кемеровская обл.;1
10.09.2021;Камчатский край;3
29.03.2021;Дагестан;2
05.06.2022;Липецкая обл.;1
07.04.2022;Хакасия;3
08.09.2021;Камчатский край;3
13.11.2021;Еврейская АО;4
06.09.2021;Камчатский край;1
14.06.2021;Калужская обл.;2
07.03.2021;Чувашия;7
11.07.2020;Ленинградская обл.;1
20.08.2020;Пензенская обл.;1
05.06.2022;Крым;1
14.07.2021;Татарстан;0
01.04.2021;Хабаровский край;2
01.09.2021;Карачаево-Черкессия;2
17.03.2021;Курганская обл.;0
19.09.2020;Ингушетия;0
31.08.2020;Орловская обл.;0
21.05.2020;Омская обл.;0
15.09.2021;Татарстан;0
29.08.2020;Орловская обл.;1
09.06.2020;Марий Эл;0
03.06.2021;Мурманская обл.;1
12.05.2020;Липецкая обл.;0
17.08.2020;Пензенская обл.;1
26.06.2021;Курганская обл.;0
23.07.2020;Кировская обл.;1
05.01.2022;Чувашия;20
30.03.2021;Дагестан;6
08.06.2021;Калужская обл.;0
13.07.2020;Брянская обл.;0
25.05.2022;Владимирская обл.;1
10.06.2021;Чувашия;4
16.06.2021;Орловская обл.;3
03.07.2020;Башкортостан;0
28.07.2021;Алтай;1
16.09.2020;Бурятия;1
30.04.2022;Новгородская обл.;1
21.06.2022;Иркутская обл.;0
09.07.2020;Дагестан;4
07.10.2020;Мордовия;0
03.05.2020;Алтайский край;0
09.05.2020;Мордовия;0
09.06.2022;Липецкая обл.;1
17.09.2020;Белгородская обл.;0
22.06.2020;Рязанская обл.;0
13.07.2020;Ленинградская обл.;2
10.05.2020;Ингушетия;1
16.07.2020;Ленинградская обл.;0
25.07.2020;Белгородская обл.;0
10.06.2022;Вологодская обл.;2
15.07.2020;Ленинградская обл.;2
28.04.2020;Ярославская обл.;0
07.10.2020;Тульская обл.;3
11.07.2020;Саха (Якутия);0
28.05.2020;Ямало-Ненецкий АО;1
08.05.2022;Приморский край;0
24.03.2021;Кемеровская обл.;1
12.11.2020;Чечня;2
20.06.2020;Ярославская обл.;1
18.06.2020;Марий Эл;0
05.05.2022;Белгородская обл.;2
11.07.2021;Карачаево-Черкессия;2
04.06.2021;Вологодская обл.;2
02.05.2022;Калужская обл.;0
26.05.2022;Пензенская обл.;4
02.06.2021;Псковская обл.;3
31.05.2020;Вологодская обл.;0
23.06.2020;Ярославская обл.;0
19.03.2021;Кемеровская обл.;1
27.05.2022;Орловская обл.;1
22.05.2022;Пензенская обл.;3
07.04.2021;Калининградская обл.;0
18.05.2021;Удмуртия;4
11.05.2022;Чувашия;2
04.06.2020;Северная Осетия;0
10.06.2022;Карелия;0
23.06.2022;Липецкая обл.;1
09.07.2020;Башкортостан;0
17.05.2020;Хабаровский край;0
22.07.2021;Адыгея;2
12.03.2022;Костромская обл.;3
17.04.2021;Чувашия;5
05.06.2020;Мордовия;1
18.04.2021;Калининградская обл.;7
02.09.2020;Томская обл.;0
19.04.2022;Забайкальский край;2
04.11.2020;Татарстан;0
31.08.2020;Ямало-Ненецкий АО;0
09.05.2021;ХМАО – Югра;0
31.05.2021;Калужская обл.;2
06.05.2022;Омская обл.;0
18.10.2020;Севастополь;1
27.05.2021;Орловская обл.;3
09.09.2021;Карачаево-Черкессия;3
18.08.2020;Саха (Якутия);2
07.07.2020;Калужская обл.;0
15.07.2020;Тыва;2
19.03.2021;Курганская обл.;2
28.04.2022;Амурская обл.;0
01.05.2021;Тюменская обл.;1
03.06.2020;Тюменская обл.;0
17.07.2020;Карелия;0
25.05.2021;Владимирская обл.;8
05.06.2020;Мурманская обл.;0
03.06.2021;Чувашия;3
22.05.2020;Приморский край;0
14.08.2021;Алтай;1
09.05.2021;Дагестан;0
15.05.2020;Омская обл.;0
16.06.2021;Костромская обл.;0
17.08.2020;Калмыкия;0
05.08.2020;Коми;2
15.08.2021;Алтай;1
20.06.2021;Томская обл.;0
06.05.2022;Ивановская обл.;0
16.04.2021;Чувашия;4
27.04.2022;Калининградская обл.;4
15.06.2021;Чувашия;3
04.09.2020;Ямало-Ненецкий АО;1
31.03.2022;Севастополь;5
23.04.2022;Чувашия;4
27.05.2020;Ивановская обл.;0
05.04.2021;Бурятия;3
21.02.2021;Калмыкия;1
31.05.2021;Чувашия;3
16.04.2020;Чувашия;1
05.12.2020;Магаданская обл.;0
15.03.2021;Татарстан;0
07.12.2020;Магаданская обл.;0
08.05.2022;Омская обл.;2
01.02.2021;Адыгея;0
06.06.2021;Чувашия;4
28.07.2021;Татарстан;3
25.03.2021;Чувашия;7
30.05.2022;Красноярский край;2
10.05.2021;Тюменская обл.;0
12.05.2021;Тюменская обл.;0
20.05.2020;Ивановская обл.;1
28.08.2020;Ямало-Ненецкий АО;0
17.05.2022;Красноярский край;2
16.03.2022;Карачаево-Черкессия;0
30.04.2020;Чувашия;0
01.01.2022;Севастополь;0
03.11.2021;Еврейская АО;1
28.06.2020;Кемеровская обл.;0
20.04.2022;Калужская обл.;2
06.09.2020;Сахалинская обл.;0
26.06.2021;Мордовия;3
31.07.2020;Пензенская обл.;0
19.08.2020;Белгородская обл.;0
21.09.2021;Карачаево-Черкессия;7
04.06.2021;Владимирская обл.;2
20.08.2020;Белгородская обл.;0
11.11.2020;Марий Эл;3
07.04.2021;Приморский край;1
28.10.2020;Татарстан;0
06.01.2021;Алтай;0
22.06.2020;Тюменская обл.;0
10.01.2022;Чечня;0
14.06.2021;Чувашия;4
28.11.2021;Камчатский край;0
13.06.2021;Дагестан;2
26.04.2020;Кировская обл.;0
23.01.2021;Марий Эл;0
29.05.2020;Марий Эл;1
06.04.2021;Бурятия;2
01.07.2020;Владимирская обл.;1
05.07.2021;Кабардино-Балкария;3
29.10.2020;Магаданская обл.;0
11.06.2021;Орловская обл.;3
12.05.2021;Астраханская обл.;1
20.05.2021;Удмуртия;4
18.11.2021;Еврейская АО;0
15.06.2020;Томская обл.;0
08.07.2021;Камчатский край;0
09.01.2022;Чувашия;20
23.05.2020;Калмыкия;0
20.10.2020;Магаданская обл.;0
24.08.2021;Татарстан;0
12.11.2021;Камчатский край;2
30.08.2020;Орловская обл.;0
04.03.2022;Ненецкий АО;0
15.04.2021;Чувашия;5
16.06.2022;Чувашия;1
30.08.2020;Карелия;0
10.09.2020;Коми;1
02.05.2021;Рязанская обл.;2
24.08.2020;Орловская обл.;0
13.07.2021;Камчатский край;0
13.05.2020;Липецкая обл.;0
22.07.2020;Кировская обл.;2
24.06.2020;Амурская обл.;0
02.06.2020;Тыва;0
12.07.2021;Камчатский край;0
14.02.2021;Северная Осетия;0
22.04.2021;Коми;5
06.11.2021;Камчатский край;2
05.11.2021;Камчатский край;3
02.06.2021;Чувашия;3
24.10.2020;Магаданская обл.;1
08.11.2021;Камчатский край;2
20.06.2022;Самарская обл.;0
17.08.2021;Татарстан;6
20.05.2020;Саха (Якутия);1
14.05.2021;Карелия;2
20.09.2021;Карачаево-Черкессия;4
02.05.2020;Тверская обл.;0
06.09.2020;Костромская обл.;0
21.03.2021;Татарстан;2
05.10.2020;Башкортостан;0
07.04.2021;Хабаровский край;1
23.04.2020;Владимирская обл.;0
28.10.2020;Магаданская обл.;0
04.07.2020;Башкортостан;1
30.06.2020;Башкортостан;0
31.03.2022;Дагестан;0
26.10.2020;Магаданская обл.;0
09.06.2021;Вологодская обл.;2
17.04.2021;Калининградская обл.;6
09.06.2020;Адыгея;0
06.02.2021;Алтай;0
29.09.2020;Вологодская обл.;1
07.01.2022;Чувашия;19
25.04.2020;Карачаево-Черкессия;0
10.06.2020;Калининградская обл.;4
08.09.2021;Карачаево-Черкессия;5
31.05.2021;Дагестан;0
17.05.2021;Рязанская обл.;0
15.05.2021;Рязанская обл.;2
06.10.2020;Тульская обл.;0
01.05.2020;Владимирская обл.;2
30.03.2021;Севастополь;0
16.05.2021;Астраханская обл.;2
12.04.2021;Ставропольский край;3
16.09.2020;Ингушетия;1
01.04.2021;Бурятия;2
20.03.2021;Новгородская обл.;0
23.05.2020;Тыва;0
09.05.2020;Белгородская обл.;0
19.10.2020;Северная Осетия;0
17.09.2020;Ленинградская обл.;0
22.02.2021;Карачаево-Черкессия;0
18.03.2021;Новгородская обл.;0
04.07.2020;Камчатский край;0
19.05.2021;Астраханская обл.;2
30.10.2020;Татарстан;1
27.03.2021;Дагестан;1
20.07.2020;Саха (Якутия);0
01.05.2021;Омская обл.;0
18.11.2021;Камчатский край;0
21.04.2020;Ингушетия;4
11.10.2020;Магаданская обл.;0
01.09.2021;Татарстан;6
10.10.2020;Магаданская обл.;1
13.07.2020;Дагестан;2
12.07.2020;Башкортостан;0
21.09.2020;Ингушетия;0
14.06.2021;Сахалинская обл.;0
07.06.2021;Чувашия;4
10.05.2020;Кировская обл.;0
30.05.2021;Дагестан;0
01.06.2021;Астраханская обл.;1
19.09.2020;Астраханская обл.;2
03.02.2021;Хакасия;4
11.06.2021;Чувашия;3
27.04.2021;Ставропольский край;5
14.06.2021;Владимирская обл.;3
01.04.2021;Кабардино-Балкария;2
21.07.2020;Чувашия;1
12.05.2021;ХМАО – Югра;0
29.11.2021;Камчатский край;0
31.03.2021;Кабардино-Балкария;3
01.06.2020;Тверская обл.;0
05.07.2020;Владимирская обл.;3
28.06.2021;Мордовия;2
07.11.2021;Калмыкия;3
26.05.2022;Амурская обл.;0
11.08.2021;Татарстан;3
10.05.2020;Мордовия;0
30.10.2020;Марий Эл;1
14.09.2020;Ярославская обл.;0
12.07.2020;Орловская обл.;0
12.05.2022;Хабаровский край;1
29.05.2022;Ленинградская обл.;1
05.06.2021;Орловская обл.;2
24.11.2020;Магаданская обл.;2
06.10.2020;Липецкая обл.;1
05.08.2021;Алтай;2
01.05.2020;Карачаево-Черкессия;0
09.07.2020;Владимирская обл.;3
09.09.2020;Костромская обл.;0
28.03.2022;Мурманская обл.;4
05.07.2020;Курская обл.;0
16.10.2020;Тыва;2
15.09.2020;Брянская обл.;0
03.05.2021;Тамбовская обл.;2
08.06.2022;Ленинградская обл.;0
21.01.2021;Костромская обл.;0
02.06.2022;Рязанская обл.;2
17.03.2022;Карачаево-Черкессия;0
28.08.2020;Новосибирская обл.;3
19.02.2021;Калмыкия;2
11.05.2021;Тюменская обл.;0
23.05.2022;Саха (Якутия);0
25.02.2021;Ямало-Ненецкий АО;1
31.08.2021;Карачаево-Черкессия;5
26.08.2020;Саха (Якутия);0
17.05.2021;Удмуртия;5
14.11.2020;Магаданская обл.;0
22.02.2021;Ямало-Ненецкий АО;0
01.09.2020;Саха (Якутия);0
06.06.2022;Тульская обл.;1
13.07.2020;Алтай;0
06.07.2020;Кабардино-Балкария;1
04.07.2020;Новгородская обл.;0
19.05.2020;Тюменская обл.;0
04.11.2021;Еврейская АО;2
02.05.2020;Волгоградская обл.;1
07.07.2020;Кабардино-Балкария;3
11.11.2020;Магаданская обл.;2
08.07.2020;Камчатский край;0
11.05.2022;Амурская обл.;0
08.06.2021;Владимирская обл.;3
26.06.2020;Калужская обл.;1
20.04.2020;Мурманская обл.;0
03.06.2022;Ленинградская обл.;0
21.06.2020;Хакасия;0
17.09.2020;Ярославская обл.;0
16.05.2021;Удмуртия;4
01.06.2022;Ленинградская обл.;0
25.01.2021;Алтай;8
23.06.2020;Тюменская обл.;0
11.05.2020;Ингушетия;0
12.02.2021;Камчатский край;6
10.04.2021;Бурятия;0
09.09.2020;Крым;1
11.09.2021;Камчатский край;2
23.09.2021;Карачаево-Черкессия;7
02.10.2020;Тамбовская обл.;0
25.03.2022;Алтай;1
12.09.2021;Камчатский край;3
28.03.2021;Кемеровская обл.;1
15.11.2021;Еврейская АО;0
11.07.2020;Брянская обл.;0
27.05.2020;Новгородская обл.;1
01.08.2020;Белгородская обл.;0
06.05.2020;Липецкая обл.;0
09.06.2020;Камчатский край;0
23.04.2021;Рязанская обл.;3
29.01.2021;Адыгея;0
03.03.2022;Ненецкий АО;0
09.06.2021;Чувашия;4
30.03.2021;Хабаровский край;2
10.09.2021;Карачаево-Черкессия;3
11.09.2020;Белгородская обл.;0
12.07.2020;Удмуртия;0
28.05.2020;Мурманская обл.;0
08.05.2022;Ивановская обл.;1
08.12.2020;Алтай;3
05.08.2020;Белгородская обл.;2
02.03.2021;Мордовия;1
21.05.2022;Чувашия;1
14.05.2020;Липецкая обл.;0
23.05.2021;Удмуртия;3
04.06.2020;Бурятия;0
23.06.2022;Самарская обл.;1
06.04.2021;Омская обл.;6
09.04.2021;Новгородская обл.;0
16.02.2021;Костромская обл.;0
15.07.2020;Кемеровская обл.;0
14.06.2021;Орловская обл.;2
14.09.2021;Камчатский край;2
08.10.2020;Башкортостан;1
15.10.2021;Алтай;1
02.05.2022;Новгородская обл.;1
20.04.2021;Чувашия;5
21.05.2022;Владимирская обл.;1
28.10.2020;Марий Эл;0
29.06.2021;Мордовия;2
08.06.2020;Амурская обл.;0
15.09.2020;Белгородская обл.;0
17.04.2021;Новгородская обл.;0
13.07.2020;Башкортостан;0
11.06.2022;Липецкая обл.;2
11.06.2022;Вологодская обл.;0
14.07.2020;Ленинградская обл.;1
13.05.2020;Хабаровский край;0
07.07.2020;Саха (Якутия);2
24.02.2021;Костромская обл.;1
15.06.2022;Карелия;0
22.04.2022;Калужская обл.;2
23.03.2021;Кемеровская обл.;3
16.05.2022;ХМАО – Югра;1
10.05.2022;ХМАО – Югра;0
11.06.2021;Дагестан;2
08.09.2020;Сахалинская обл.;0
14.06.2020;Татарстан;0
13.07.2020;Амурская обл.;0
13.09.2021;Карачаево-Черкессия;5
25.05.2022;Орловская обл.;0
07.11.2020;Марий Эл;0
01.06.2020;Бурятия;0
15.05.2020;Воронежская обл.;0
12.05.2021;Дагестан;2
05.05.2021;Смоленская обл.;2
02.05.2020;Ленинградская обл.;0
05.06.2020;Северная Осетия;0
03.09.2021;Карачаево-Черкессия;7
18.07.2020;Ленинградская обл.;0
23.07.2020;Белгородская обл.;1
02.09.2020;Ямало-Ненецкий АО;0
24.08.2020;Бурятия;1
27.03.2021;Чувашия;6
19.09.2020;Ивановская обл.;1
30.06.2020;Тамбовская обл.;0
27.04.2022;Владимирская обл.;2
01.09.2020;Ямало-Ненецкий АО;0
16.01.2022;Марий Эл;0
13.05.2020;Саха (Якутия);0
18.09.2021;Карачаево-Черкессия;3
20.05.2021;Вологодская обл.;2
08.05.2021;Дагестан;3
27.05.2020;Тверская обл.;2
02.05.2022;Псковская обл.;1
29.03.2021;Псковская обл.;3
01.10.2020;Костромская обл.;3
19.06.2020;Хакасия;1
20.08.2020;Саха (Якутия);0
12.07.2020;Дагестан;3
01.07.2020;Тверская обл.;3
03.05.2021;Тюменская обл.;0
15.09.2021;Карачаево-Черкессия;3
27.05.2022;Коми;1
24.04.2020;Рязанская обл.;0
03.08.2020;Калмыкия;0
12.06.2021;Коми;0
18.03.2021;Курганская обл.;0
25.01.2021;Марий Эл;0
03.06.2020;Мурманская обл.;0
02.12.2020;Магаданская обл.;2
14.07.2020;Тыва;8
30.05.2020;Камчатский край;0
29.04.2020;Ингушетия;1
22.03.2021;Курганская обл.;0
15.07.2020;Удмуртия;0
05.07.2020;Забайкальский край;0
26.09.2020;Тверская обл.;5
14.05.2020;Забайкальский край;0
25.07.2020;Пензенская обл.;1
09.08.2020;Белгородская обл.;0
01.07.2021;Чечня;3
29.11.2020;Магаданская обл.;0
08.06.2020;Мурманская обл.;0
30.04.2020;Саратовская обл.;0
06.06.2020;Новгородская обл.;0
31.05.2021;Орловская обл.;4
02.06.2021;Орловская обл.;2
09.06.2020;Самарская обл.;3
05.09.2020;Ямало-Ненецкий АО;1
03.06.2020;Самарская обл.;1
20.02.2021;Амурская обл.;3
19.05.2021;Удмуртия;4
07.02.2021;Алтай;0
02.07.2020;Адыгея;0
12.06.2020;Новгородская обл.;1
10.07.2020;Курская обл.;2
27.06.2021;Тыва;4
04.05.2021;ХМАО – Югра;0
29.05.2021;Владимирская обл.;7
14.07.2020;Дагестан;2
02.06.2021;ХМАО – Югра;1
22.04.2020;Дагестан;0
04.09.2020;Омская обл.;4
13.05.2020;Ульяновская обл.;1
27.06.2020;Калужская обл.;0
29.10.2020;Татарстан;1
22.05.2022;Амурская обл.;0
26.03.2021;Дагестан;6
24.09.2020;Ярославская обл.;0
20.06.2022;Карелия;0
18.05.2022;Красноярский край;1
11.11.2021;Еврейская АО;2
30.03.2022;Еврейская АО;4
18.05.2020;Ивановская обл.;0
29.08.2020;Ямало-Ненецкий АО;0
23.08.2020;Саха (Якутия);0
25.06.2020;Тамбовская обл.;0
30.01.2021;Костромская обл.;1
14.04.2022;Калужская обл.;2
19.05.2020;Ингушетия;0
18.05.2020;Тюменская обл.;0
23.07.2020;Чувашия;0
21.05.2022;Красноярский край;5
08.05.2022;Амурская обл.;0
11.12.2020;Магаданская обл.;1
01.08.2020;Пензенская обл.;0
06.01.2022;Чувашия;19
18.08.2021;Алтай;2
10.04.2021;Приморский край;1
22.04.2022;Бурятия;2
07.06.2020;Коми;0
09.04.2021;Приморский край;1
22.08.2020;Белгородская обл.;0
15.04.2020;Владимирская обл.;0
28.04.2021;Карелия;3
15.03.2022;Алтай;1
01.04.2022;Хакасия;1
15.07.2020;Карелия;0
19.05.2022;Оренбургская обл.;3
20.10.2020;Камчатский край;0
23.07.2020;Коми;0
20.08.2021;Алтай;2
07.06.2021;Орловская обл.;3
01.06.2020;Калининградская обл.;0
10.05.2020;Тверская обл.;0
09.11.2020;Марий Эл;0
04.07.2021;Кабардино-Балкария;3
12.05.2020;ХМАО – Югра;2
29.09.2020;Новгородская обл.;0
08.09.2021;Татарстан;0
05.05.2020;Красноярский край;1
12.07.2020;Брянская обл.;0
09.05.2021;Астраханская обл.;1
20.05.2022;Коми;1
30.06.2020;Саха (Якутия);1
18.06.2020;Ярославская обл.;0
22.05.2021;Тамбовская обл.;2
02.04.2021;Чувашия;6
27.04.2022;Удмуртия;1
22.03.2021;Татарстан;0
19.07.2020;Тульская обл.;4
19.06.2020;Марий Эл;0
11.06.2021;Сахалинская обл.;0
11.03.2021;Чувашия;6
26.01.2021;Марий Эл;1
12.05.2020;Ингушетия;0
17.09.2021;Карачаево-Черкессия;6
23.10.2020;Магаданская обл.;1
07.04.2021;Бурятия;2
14.07.2020;Брянская обл.;0
02.09.2020;Тюменская обл.;0
16.10.2020;Марий Эл;2
02.07.2020;Башкортостан;0
29.04.2020;Кабардино-Балкария;1
19.06.2020;Камчатский край;0
07.05.2021;Дагестан;1
02.07.2020;Псковская обл.;0
07.06.2020;Амурская обл.;0
22.03.2022;Камчатский край;0
06.06.2021;Вологодская обл.;2
23.05.2022;Чувашия;0
23.03.2022;Кабардино-Балкария;1
26.05.2022;Ульяновская обл.;2
10.11.2020;Марий Эл;2
23.06.2020;Рязанская обл.;0
27.05.2022;Ульяновская обл.;1
27.10.2020;Татарстан;0
19.03.2021;Чувашия;5
03.05.2022;Кировская обл.;2
22.02.2021;Калмыкия;1
14.09.2021;Карачаево-Черкессия;7
30.06.2020;Камчатский край;0
11.12.2021;Тыва;0
21.06.2020;Смоленская обл.;0
16.10.2020;Камчатский край;0
18.10.2020;Северная Осетия;0
13.08.2021;Алтай;2
25.08.2021;Татарстан;3
21.09.2020;Калужская обл.;0
12.05.2022;Оренбургская обл.;0
28.04.2020;Смоленская обл.;1
03.06.2020;Омская обл.;0
07.11.2020;Магаданская обл.;1
25.04.2020;Владимирская обл.;0
20.07.2020;Белгородская обл.;0
15.05.2022;ХМАО – Югра;0
28.04.2020;Приморский край;0
17.01.2022;Тыва;1
17.05.2021;Астраханская обл.;2
24.07.2020;Ленинградская обл.;0
11.05.2020;Мурманская обл.;0
23.07.2020;Ленинградская обл.;2
24.06.2020;Смоленская обл.;0
19.11.2021;Камчатский край;1
24.05.2022;Орловская обл.;1
23.01.2021;Чечня;1
27.04.2021;Псковская обл.;3
16.07.2020;Тыва;3
15.08.2020;Орловская обл.;1
04.11.2021;Камчатский край;11
09.03.2021;Чувашия;5
03.11.2021;Камчатский край;1
25.09.2020;Вологодская обл.;0
12.10.2020;Магаданская обл.;0
31.10.2020;Марий Эл;0
05.04.2020;Московская обл.;0
08.07.2020;Башкортостан;0
13.04.2021;Бурятия;2
31.01.2021;Адыгея;2
25.05.2020;Ингушетия;3
19.10.2020;Татарстан;3
14.05.2020;Владимирская обл.;0
29.09.2020;Кабардино-Балкария;0
30.01.2021;Ингушетия;0
27.02.2021;Амурская обл.;3
02.05.2020;Ингушетия;1
23.05.2022;Краснодарский край;2
29.08.2020;Карачаево-Черкессия;0
13.05.2022;Томская обл.;0
17.06.2020;Кировская обл.;2
22.09.2020;Астраханская обл.;1
10.05.2021;ХМАО – Югра;1
26.06.2020;Новгородская обл.;0
02.09.2020;Новосибирская обл.;3
08.07.2020;Владимирская обл.;1
21.07.2020;Тыва;0
13.09.2020;Омская обл.;3
10.07.2020;Калмыкия;1
25.02.2021;Саха (Якутия);0
21.05.2020;Оренбургская обл.;0
21.08.2020;Саха (Якутия);0
08.07.2020;Калужская обл.;0
04.05.2021;Тюменская обл.;0
03.03.2021;Мордовия;1
16.07.2020;Орловская обл.;0
25.06.2021;Ямало-Ненецкий АО;0
25.09.2020;Ивановская обл.;0
10.05.2022;Хабаровский край;0
26.10.2020;Татарстан;1
24.05.2021;Удмуртия;4
31.03.2021;Дагестан;5
23.09.2020;Ивановская обл.;2
10.09.2020;Ярославская обл.;0
18.07.2020;Кировская обл.;2
10.07.2021;Карачаево-Черкессия;2
01.04.2022;Мурманская обл.;3
08.07.2020;Кировская обл.;0
22.05.2020;Оренбургская обл.;0
16.07.2020;Дагестан;0
27.10.2021;Еврейская АО;1
01.05.2022;Амурская обл.;0
08.07.2020;Орловская обл.;0
08.06.2021;Чувашия;3
30.05.2022;Ленинградская обл.;2
05.08.2020;Костромская обл.;1
02.05.2020;Кабардино-Балкария;0
01.06.2021;Орловская обл.;1
20.10.2021;Алтай;2
10.09.2020;Забайкальский край;0
07.05.2022;Удмуртия;0
23.03.2021;Чувашия;7
25.05.2021;Удмуртия;4
23.11.2020;Магаданская обл.;0
19.05.2020;Забайкальский край;1
06.06.2022;Архангельская обл.;0
25.04.2020;Мордовия;0
02.10.2020;Липецкая обл.;2
02.09.2021;Карачаево-Черкессия;7
11.07.2020;Владимирская обл.;2
09.05.2020;Пензенская обл.;0
11.04.2021;Забайкальский край;1
18.05.2020;Алтайский край;0
07.09.2020;Томская обл.;0
26.04.2020;Ямало-Ненецкий АО;0
04.05.2021;Тамбовская обл.;2
13.07.2020;Удмуртия;0
01.06.2022;Томская обл.;1
06.06.2022;Рязанская обл.;0
09.05.2022;Омская обл.;1
30.05.2020;Оренбургская обл.;0
08.03.2022;Ингушетия;0
09.07.2020;Хакасия;0
30.06.2020;Калужская обл.;0
14.05.2020;Пензенская обл.;0
28.06.2020;Калужская обл.;0
25.01.2021;Ингушетия;0
22.01.2021;Марий Эл;2
09.07.2020;Кабардино-Балкария;0
13.06.2020;Татарстан;0
20.10.2020;Чувашия;3
30.06.2020;Новгородская обл.;0
08.11.2021;Еврейская АО;3
16.11.2020;Магаданская обл.;0
04.05.2020;Калининградская обл.;3
10.05.2022;Краснодарский край;3
24.02.2021;Ямало-Ненецкий АО;0
18.04.2020;Красноярский край;0
20.04.2021;Дагестан;3
03.04.2021;Костромская обл.;3
03.06.2021;Забайкальский край;1
09.05.2020;Приморский край;0
24.06.2021;Новгородская обл.;0
26.07.2020;Костромская обл.;0
11.09.2021;Карачаево-Черкессия;6
15.06.2021;Псковская обл.;2
02.11.2021;Еврейская АО;1
13.07.2020;Владимирская обл.;1
08.07.2020;Кабардино-Балкария;0
29.10.2021;Еврейская АО;1
31.10.2021;Еврейская АО;1
20.04.2020;Башкортостан;4
31.05.2020;Забайкальский край;1
30.03.2021;Смоленская обл.;3
13.05.2022;Чувашия;0
07.07.2020;Камчатский край;0
22.05.2020;Астраханская обл.;1
10.11.2020;Магаданская обл.;1
06.05.2021;Дагестан;2
08.05.2020;Владимирская обл.;0
13.09.2020;Астраханская обл.;0
