"Дата";"Регион";"Смертей за день"
02.05.2022;Забайкальский край;0
19.05.2022;Псковская обл.;1
17.08.2020;Томская обл.;2
04.06.2022;Ленинградская обл.;0
19.05.2022;Омская обл.;2
26.05.2020;Бурятия;0
19.06.2022;Омская обл.;1
28.01.2021;Хакасия;4
02.04.2022;Адыгея;2
11.02.2021;Амурская обл.;2
21.06.2020;Тюменская обл.;0
19.07.2020;Кемеровская обл.;0
11.04.2021;Дагестан;0
01.10.2020;Тамбовская обл.;0
18.07.2020;Кемеровская обл.;0
13.08.2020;Коми;2
03.06.2022;Липецкая обл.;1
04.07.2020;Ярославская обл.;0
28.05.2022;Владимирская обл.;1
01.11.2020;Татарстан;0
13.09.2021;Камчатский край;3
17.06.2022;Карелия;0
10.06.2021;Орловская обл.;3
17.11.2021;Еврейская АО;0
28.05.2020;Новгородская обл.;0
21.08.2020;Пензенская обл.;1
30.05.2020;Мурманская обл.;0
29.10.2020;Марий Эл;0
03.08.2020;Самарская обл.;3
09.03.2021;Севастополь;2
13.09.2020;Белгородская обл.;0
08.05.2022;Орловская обл.;1
13.05.2021;Смоленская обл.;6
23.07.2020;Карелия;0
02.06.2022;Карелия;1
27.04.2021;Рязанская обл.;4
30.08.2020;Карачаево-Черкессия;0
23.08.2020;Орловская обл.;0
01.05.2021;Рязанская обл.;3
08.11.2021;Калмыкия;3
23.06.2020;Амурская обл.;0
18.05.2022;Орловская обл.;1
26.05.2020;Мурманская обл.;0
08.09.2020;Белгородская обл.;0
10.04.2021;Новгородская обл.;0
19.05.2020;Саха (Якутия);0
29.05.2021;Дагестан;1
10.06.2022;Красноярский край;0
27.05.2021;Вологодская обл.;2
20.05.2022;Смоленская обл.;1
22.01.2022;Алтай;1
18.09.2020;Ингушетия;0
03.06.2022;Крым;2
22.05.2022;Владимирская обл.;0
03.05.2022;Новгородская обл.;0
09.07.2021;Татарстан;0
27.06.2020;Псковская обл.;2
16.04.2021;Новгородская обл.;0
04.11.2020;Марий Эл;1
13.06.2022;Липецкая обл.;1
14.06.2020;Камчатский край;0
28.07.2020;Белгородская обл.;0
29.05.2020;Ингушетия;0
15.05.2020;Марий Эл;0
24.02.2021;Дагестан;3
02.08.2020;Карелия;0
21.05.2022;Курская обл.;1
09.04.2021;Бурятия;3
18.05.2021;Рязанская обл.;2
14.05.2021;Рязанская обл.;4
28.05.2022;Пензенская обл.;4
11.06.2022;Чувашия;0
08.06.2020;Мордовия;0
05.07.2020;Саха (Якутия);0
12.04.2021;Чувашия;3
16.05.2022;Тверская обл.;1
17.09.2020;Вологодская обл.;1
03.06.2021;Вологодская обл.;2
22.06.2020;Ярославская обл.;0
05.05.2021;Дагестан;1
13.05.2022;Смоленская обл.;0
16.05.2020;Тюменская обл.;1
21.01.2021;Марий Эл;3
08.07.2020;Алтай;0
04.06.2021;Псковская обл.;4
13.07.2020;Саха (Якутия);0
17.08.2020;Самарская обл.;0
19.04.2021;Дагестан;1
19.03.2022;Карачаево-Черкессия;0
22.09.2020;Вологодская обл.;0
25.06.2020;Ярославская обл.;0
20.03.2021;Кемеровская обл.;0
14.09.2020;Бурятия;0
10.10.2020;Псковская обл.;0
14.05.2020;Воронежская обл.;0
15.04.2021;Мурманская обл.;3
01.10.2020;Рязанская обл.;1
20.07.2020;Ленинградская обл.;0
19.07.2020;Ленинградская обл.;0
21.06.2022;Липецкая обл.;1
28.08.2020;Бурятия;0
29.04.2022;Удмуртия;2
03.09.2020;Удмуртия;0
17.07.2020;Ленинградская обл.;4
14.06.2020;Амурская обл.;1
09.03.2021;Костромская обл.;0
10.08.2020;Пензенская обл.;1
18.08.2021;Татарстан;0
22.02.2021;Амурская обл.;2
26.04.2022;Мордовия;1
28.06.2020;Тамбовская обл.;0
15.05.2022;Красноярский край;3
19.05.2021;Вологодская обл.;3
17.08.2020;Крым;1
02.06.2020;Тверская обл.;6
17.09.2020;Магаданская обл.;2
09.06.2020;Калининградская обл.;1
13.10.2020;Адыгея;0
09.07.2020;Калужская обл.;1
14.06.2020;Калининградская обл.;0
06.10.2020;Мордовия;0
31.08.2020;Белгородская обл.;0
29.05.2022;Саха (Якутия);0
27.04.2021;Тюменская обл.;3
25.05.2022;Амурская обл.;0
09.06.2020;Новгородская обл.;1
23.07.2020;Пензенская обл.;1
02.08.2020;Коми;0
23.03.2021;Курганская обл.;4
08.01.2022;Чувашия;20
11.04.2021;Приморский край;2
02.06.2022;Амурская обл.;0
16.04.2021;Смоленская обл.;4
08.08.2020;Белгородская обл.;1
26.11.2020;Магаданская обл.;0
01.04.2021;Чувашия;5
25.04.2022;Мордовия;0
15.07.2020;Калужская обл.;0
22.03.2021;Костромская обл.;0
07.05.2022;Ивановская обл.;1
29.09.2020;Курская обл.;0
04.06.2021;Орловская обл.;2
13.09.2020;Ингушетия;0
18.04.2020;Краснодарский край;1
01.07.2020;Тамбовская обл.;0
24.01.2021;Марий Эл;2
28.09.2020;Ингушетия;0
15.05.2021;ХМАО – Югра;1
05.10.2020;Липецкая обл.;0
08.02.2021;Алтай;0
09.06.2022;Пензенская обл.;2
04.01.2022;Сахалинская обл.;4
22.05.2022;Томская обл.;0
22.04.2021;Дагестан;0
29.05.2022;Коми;0
23.08.2020;Томская обл.;0
16.05.2021;Вологодская обл.;3
08.03.2021;Чувашия;6
31.05.2021;Владимирская обл.;0
22.02.2022;Чечня;1
26.07.2020;Чувашия;0
14.05.2020;Астраханская обл.;0
02.06.2021;Приморский край;0
25.06.2021;Мордовия;1
18.06.2021;Амурская обл.;0
17.05.2020;Астраханская обл.;0
28.04.2022;Калининградская обл.;3
19.04.2021;Новгородская обл.;0
01.06.2022;Рязанская обл.;1
02.09.2020;Омская обл.;5
10.07.2020;Тыва;6
13.07.2020;Забайкальский край;0
01.07.2021;Марий Эл;2
14.07.2020;Забайкальский край;1
15.04.2020;Тульская обл.;0
02.05.2022;Смоленская обл.;2
29.04.2022;Бурятия;2
25.04.2020;Тамбовская обл.;1
11.07.2021;Ингушетия;2
17.07.2020;Ярославская обл.;0
20.05.2022;Амурская обл.;0
25.05.2020;Челябинская обл.;0
23.06.2020;Тамбовская обл.;0
03.04.2022;Еврейская АО;1
01.04.2022;Еврейская АО;1
09.11.2021;Еврейская АО;1
26.08.2020;Ямало-Ненецкий АО;2
26.06.2020;Тамбовская обл.;0
25.08.2020;Саха (Якутия);5
10.06.2021;Псковская обл.;0
30.04.2022;Владимирская обл.;1
20.04.2020;Чечня;0
05.06.2022;Тульская обл.;1
03.07.2020;Кировская обл.;2
07.06.2022;Тульская обл.;1
14.06.2021;Псковская обл.;3
24.05.2020;Тюменская обл.;0
07.05.2022;Смоленская обл.;1
05.06.2020;Ямало-Ненецкий АО;0
29.04.2021;Вологодская обл.;4
18.08.2020;Белгородская обл.;0
18.05.2022;Псковская обл.;0
26.03.2021;Костромская обл.;2
14.08.2020;Томская обл.;2
01.10.2020;Астраханская обл.;3
09.12.2020;Магаданская обл.;0
28.03.2021;Костромская обл.;0
29.07.2020;Пензенская обл.;0
21.02.2021;Карачаево-Черкессия;1
13.07.2020;Хакасия;0
25.09.2020;Костромская обл.;3
24.06.2020;Псковская обл.;0
06.07.2021;Камчатский край;0
16.05.2022;Оренбургская обл.;1
01.06.2020;Ингушетия;0
31.03.2021;Новгородская обл.;0
03.04.2021;Хабаровский край;2
01.05.2020;Пензенская обл.;0
05.07.2021;Камчатский край;0
07.02.2021;Марий Эл;0
27.11.2021;Алтай;2
13.04.2020;Тверская обл.;0
18.08.2020;Астраханская обл.;1
04.07.2021;Камчатский край;0
21.04.2021;Дагестан;2
19.04.2020;Чечня;0
02.06.2020;Кемеровская обл.;0
09.07.2021;Камчатский край;0
01.05.2020;Ивановская обл.;0
19.06.2021;Удмуртия;4
12.07.2020;Хакасия;0
28.02.2022;Ненецкий АО;0
26.06.2020;Амурская обл.;0
01.05.2020;Челябинская обл.;0
30.05.2020;Марий Эл;2
27.05.2020;Пермский край;3
04.07.2020;Карачаево-Черкессия;0
03.05.2021;Карелия;3
15.02.2021;Северная Осетия;0
26.06.2020;Бурятия;0
09.04.2021;Хабаровский край;1
10.05.2022;Тюменская обл.;1
23.09.2020;Тыва;4
23.05.2022;Оренбургская обл.;2
30.05.2021;Удмуртия;3
25.03.2021;Дагестан;2
03.10.2020;Башкортостан;0
06.05.2020;Тверская обл.;0
21.05.2022;Оренбургская обл.;2
14.04.2021;Чувашия;4
07.05.2021;Астраханская обл.;1
08.06.2020;Астраханская обл.;0
30.04.2020;Кабардино-Балкария;0
08.07.2020;Белгородская обл.;0
08.06.2021;Вологодская обл.;3
04.03.2021;Мордовия;0
31.10.2021;Камчатский край;3
30.10.2021;Камчатский край;1
28.01.2021;Чечня;0
17.05.2022;Астраханская обл.;1
01.04.2021;Дагестан;1
24.05.2021;Ставропольский край;5
27.06.2020;Камчатский край;0
06.05.2022;Чувашия;2
22.06.2020;Смоленская обл.;0
30.06.2021;Чечня;1
06.08.2020;Самарская обл.;1
15.07.2020;Белгородская обл.;0
09.04.2020;Санкт-Петербург;2
15.05.2022;Оренбургская обл.;1
10.07.2020;Амурская обл.;1
13.05.2022;Оренбургская обл.;2
18.09.2020;Ленинградская обл.;0
24.05.2020;Воронежская обл.;0
01.05.2021;Дагестан;1
12.06.2020;Астраханская обл.;1
21.07.2020;Ленинградская обл.;1
22.07.2020;Ленинградская обл.;1
13.05.2022;ХМАО – Югра;0
25.04.2020;Курская обл.;1
03.06.2020;Псковская обл.;0
13.06.2020;Астраханская обл.;0
16.07.2020;Амурская обл.;0
06.06.2020;Марий Эл;1
28.05.2022;Орловская обл.;0
20.08.2020;Самарская обл.;1
26.05.2022;Коми;0
11.05.2021;Рязанская обл.;2
12.02.2021;Алтай;1
18.05.2020;Воронежская обл.;0
16.05.2022;Чувашия;0
04.05.2022;Тюменская обл.;0
14.02.2021;Камчатский край;2
21.05.2020;Тыва;0
18.04.2020;Магаданская обл.;0
25.07.2020;Чувашия;0
23.09.2020;Вологодская обл.;0
02.11.2021;Камчатский край;3
18.06.2022;Липецкая обл.;1
15.06.2020;Амурская обл.;0
12.07.2021;Северная Осетия;0
18.11.2020;Магаданская обл.;1
25.02.2021;Амурская обл.;2
02.02.2021;Марий Эл;0
03.09.2020;Томская обл.;0
13.07.2020;Камчатский край;0
20.11.2020;Магаданская обл.;2
17.07.2020;Дагестан;3
17.05.2020;Смоленская обл.;0
04.05.2021;Дагестан;0
06.05.2020;Челябинская обл.;0
13.05.2021;Дагестан;2
02.07.2020;Тверская обл.;0
14.07.2020;Орловская обл.;0
08.06.2020;Адыгея;0
17.07.2020;Бурятия;3
21.07.2020;Тульская обл.;5
30.04.2022;Астраханская обл.;1
14.07.2020;Кировская обл.;2
29.05.2020;Мордовия;0
25.05.2020;Оренбургская обл.;0
04.04.2022;Мурманская обл.;3
09.05.2020;Ингушетия;0
26.02.2021;Калмыкия;2
07.05.2022;Амурская обл.;0
22.05.2020;Ингушетия;2
12.09.2020;Ярославская обл.;0
12.04.2021;Дагестан;1
15.09.2020;Омская обл.;6
24.09.2020;Курская обл.;0
07.06.2022;Архангельская обл.;0
02.10.2020;Владимирская обл.;3
16.05.2021;ХМАО – Югра;0
04.10.2020;Липецкая обл.;0
10.07.2020;Владимирская обл.;2
10.11.2021;Калмыкия;1
07.09.2020;Костромская обл.;0
21.05.2022;Томская обл.;0
19.02.2021;Амурская обл.;2
24.08.2020;Томская обл.;0
10.01.2022;Чувашия;18
20.05.2020;Кировская обл.;0
19.09.2020;Ярославская обл.;0
27.06.2020;Карелия;0
30.08.2020;Омская обл.;0
14.10.2021;Алтай;2
18.07.2020;Владимирская обл.;3
27.06.2020;Новгородская обл.;5
26.02.2021;Дагестан;5
02.05.2020;Смоленская обл.;0
